respondent;variant_status;mainline;variant;original_developers;common_active_maintainers;motivation;motivation_detail
R1_73;Attached;eclipse/winery;OpenTOSCA/winery;one;yes;governance;nan
R1_73;Attached;eclipse/winery;OpenTOSCA/winery;one;yes;legal;nan
R1_73;Attached;eclipse/winery;OpenTOSCA/winery;one;yes;others;supporting upstream
R1_74;Attached;goldsmith/Wikipedia;lehinevych/MediaWikiAPI;none;no;technical;different goals
R1_74;Attached;goldsmith/Wikipedia;lehinevych/MediaWikiAPI;none;no;legal;nan
R1_74;Attached;goldsmith/Wikipedia;lehinevych/MediaWikiAPI;none;no;others;nan
R1_74;Attached;goldsmith/Wikipedia;lehinevych/MediaWikiAPI;none;no;technical;different goals
R1_74;Attached;goldsmith/Wikipedia;lehinevych/MediaWikiAPI;none;no;governance;nan
R1_74;Attached;goldsmith/Wikipedia;lehinevych/MediaWikiAPI;none;no;legal;nan
R1_74;Attached;goldsmith/Wikipedia;lehinevych/MediaWikiAPI;none;no;technical;different goals
R1_74;Attached;goldsmith/Wikipedia;lehinevych/MediaWikiAPI;none;no;governance;nan
R1_74;Attached;goldsmith/Wikipedia;lehinevych/MediaWikiAPI;none;no;others;nan
R1_74;Attached;goldsmith/Wikipedia;lehinevych/MediaWikiAPI;none;no;technical;different goals
R1_74;Attached;goldsmith/Wikipedia;lehinevych/MediaWikiAPI;none;no;others;nan
R1_74;Attached;goldsmith/Wikipedia;lehinevych/MediaWikiAPI;none;no;technical;different goals
R1_74;Attached;goldsmith/Wikipedia;lehinevych/MediaWikiAPI;none;no;governance;nan
R1_74;Attached;goldsmith/Wikipedia;lehinevych/MediaWikiAPI;none;no;technical;different goals
R1_74;Attached;goldsmith/Wikipedia;lehinevych/MediaWikiAPI;none;no;governance;nan
R1_74;Attached;goldsmith/Wikipedia;lehinevych/MediaWikiAPI;none;no;legal;nan
R1_74;Attached;goldsmith/Wikipedia;lehinevych/MediaWikiAPI;none;no;others;nan
R1_75;Attached;MediaBrowser/plugin.video.emby;croneter/PlexKodiConnect;none;no;technical;technology
R1_75;Attached;MediaBrowser/plugin.video.emby;croneter/PlexKodiConnect;none;no;legal;nan
R1_75;Attached;MediaBrowser/plugin.video.emby;croneter/PlexKodiConnect;none;no;others;nan
R1_75;Attached;MediaBrowser/plugin.video.emby;croneter/PlexKodiConnect;none;no;technical;technology
R1_75;Attached;MediaBrowser/plugin.video.emby;croneter/PlexKodiConnect;none;no;governance;nan
R1_75;Attached;MediaBrowser/plugin.video.emby;croneter/PlexKodiConnect;none;no;legal;nan
R1_75;Attached;MediaBrowser/plugin.video.emby;croneter/PlexKodiConnect;none;no;technical;technology
R1_75;Attached;MediaBrowser/plugin.video.emby;croneter/PlexKodiConnect;none;no;governance;nan
R1_75;Attached;MediaBrowser/plugin.video.emby;croneter/PlexKodiConnect;none;no;others;nan
R1_75;Attached;MediaBrowser/plugin.video.emby;croneter/PlexKodiConnect;none;no;technical;technology
R1_75;Attached;MediaBrowser/plugin.video.emby;croneter/PlexKodiConnect;none;no;others;nan
R1_75;Attached;MediaBrowser/plugin.video.emby;croneter/PlexKodiConnect;none;no;technical;technology
R1_75;Attached;MediaBrowser/plugin.video.emby;croneter/PlexKodiConnect;none;no;governance;nan
R1_75;Attached;MediaBrowser/plugin.video.emby;croneter/PlexKodiConnect;none;no;technical;technology
R1_75;Attached;MediaBrowser/plugin.video.emby;croneter/PlexKodiConnect;none;no;governance;nan
R1_75;Attached;MediaBrowser/plugin.video.emby;croneter/PlexKodiConnect;none;no;legal;nan
R1_75;Attached;MediaBrowser/plugin.video.emby;croneter/PlexKodiConnect;none;no;others;nan
R1_76;Attached;microsoft/azure-tools-for-java;JetBrains/azure-tools-for-intellij;none;yes;technical;different goals
R1_76;Attached;microsoft/azure-tools-for-java;JetBrains/azure-tools-for-intellij;none;yes;legal;nan
R1_76;Attached;microsoft/azure-tools-for-java;JetBrains/azure-tools-for-intellij;none;yes;others;nan
R1_76;Attached;microsoft/azure-tools-for-java;JetBrains/azure-tools-for-intellij;none;yes;technical;different goals
R1_76;Attached;microsoft/azure-tools-for-java;JetBrains/azure-tools-for-intellij;none;yes;governance;nan
R1_76;Attached;microsoft/azure-tools-for-java;JetBrains/azure-tools-for-intellij;none;yes;legal;nan
R1_76;Attached;microsoft/azure-tools-for-java;JetBrains/azure-tools-for-intellij;none;yes;technical;different goals
R1_76;Attached;microsoft/azure-tools-for-java;JetBrains/azure-tools-for-intellij;none;yes;governance;nan
R1_76;Attached;microsoft/azure-tools-for-java;JetBrains/azure-tools-for-intellij;none;yes;others;nan
R1_76;Attached;microsoft/azure-tools-for-java;JetBrains/azure-tools-for-intellij;none;yes;technical;different goals
R1_76;Attached;microsoft/azure-tools-for-java;JetBrains/azure-tools-for-intellij;none;yes;others;nan
R1_76;Attached;microsoft/azure-tools-for-java;JetBrains/azure-tools-for-intellij;none;yes;technical;different goals
R1_76;Attached;microsoft/azure-tools-for-java;JetBrains/azure-tools-for-intellij;none;yes;governance;nan
R1_76;Attached;microsoft/azure-tools-for-java;JetBrains/azure-tools-for-intellij;none;yes;technical;different goals
R1_76;Attached;microsoft/azure-tools-for-java;JetBrains/azure-tools-for-intellij;none;yes;governance;nan
R1_76;Attached;microsoft/azure-tools-for-java;JetBrains/azure-tools-for-intellij;none;yes;legal;nan
R1_76;Attached;microsoft/azure-tools-for-java;JetBrains/azure-tools-for-intellij;none;yes;others;nan
R1_77;Attached;dashpay/dash;biblepay/biblepay;2 -- 5;no;technical;different goals
R1_77;Attached;dashpay/dash;biblepay/biblepay;2 -- 5;no;legal;nan
R1_77;Attached;dashpay/dash;biblepay/biblepay;2 -- 5;no;others;nan
R1_77;Attached;dashpay/dash;biblepay/biblepay;2 -- 5;no;technical;different goals
R1_77;Attached;dashpay/dash;biblepay/biblepay;2 -- 5;no;governance;nan
R1_77;Attached;dashpay/dash;biblepay/biblepay;2 -- 5;no;legal;nan
R1_77;Attached;dashpay/dash;biblepay/biblepay;2 -- 5;no;technical;different goals
R1_77;Attached;dashpay/dash;biblepay/biblepay;2 -- 5;no;governance;nan
R1_77;Attached;dashpay/dash;biblepay/biblepay;2 -- 5;no;others;nan
R1_77;Attached;dashpay/dash;biblepay/biblepay;2 -- 5;no;technical;different goals
R1_77;Attached;dashpay/dash;biblepay/biblepay;2 -- 5;no;others;nan
R1_77;Attached;dashpay/dash;biblepay/biblepay;2 -- 5;no;technical;different goals
R1_77;Attached;dashpay/dash;biblepay/biblepay;2 -- 5;no;governance;nan
R1_77;Attached;dashpay/dash;biblepay/biblepay;2 -- 5;no;technical;different goals
R1_77;Attached;dashpay/dash;biblepay/biblepay;2 -- 5;no;governance;nan
R1_77;Attached;dashpay/dash;biblepay/biblepay;2 -- 5;no;legal;nan
R1_77;Attached;dashpay/dash;biblepay/biblepay;2 -- 5;no;others;nan
R1_78;Attached;bcdev/beam;senbox-org/snap-engine;2 -- 5;yes;technical;nan
R1_78;Attached;bcdev/beam;senbox-org/snap-engine;2 -- 5;yes;legal;nan
R1_78;Attached;bcdev/beam;senbox-org/snap-engine;2 -- 5;yes;others;supporting upstream
R1_78;Attached;bcdev/beam;senbox-org/snap-engine;2 -- 5;yes;technical;nan
R1_78;Attached;bcdev/beam;senbox-org/snap-engine;2 -- 5;yes;governance;nan
R1_78;Attached;bcdev/beam;senbox-org/snap-engine;2 -- 5;yes;legal;nan
R1_78;Attached;bcdev/beam;senbox-org/snap-engine;2 -- 5;yes;technical;nan
R1_78;Attached;bcdev/beam;senbox-org/snap-engine;2 -- 5;yes;governance;nan
R1_78;Attached;bcdev/beam;senbox-org/snap-engine;2 -- 5;yes;others;supporting upstream
R1_78;Attached;bcdev/beam;senbox-org/snap-engine;2 -- 5;yes;technical;nan
R1_78;Attached;bcdev/beam;senbox-org/snap-engine;2 -- 5;yes;others;supporting upstream
R1_78;Attached;bcdev/beam;senbox-org/snap-engine;2 -- 5;yes;technical;nan
R1_78;Attached;bcdev/beam;senbox-org/snap-engine;2 -- 5;yes;governance;nan
R1_78;Attached;bcdev/beam;senbox-org/snap-engine;2 -- 5;yes;technical;nan
R1_78;Attached;bcdev/beam;senbox-org/snap-engine;2 -- 5;yes;governance;nan
R1_78;Attached;bcdev/beam;senbox-org/snap-engine;2 -- 5;yes;legal;nan
R1_78;Attached;bcdev/beam;senbox-org/snap-engine;2 -- 5;yes;others;supporting upstream
R1_79;Attached;jdsteinbach/eleventy-plugin-toc;JordanShurmer/eleventy-plugin-toc;none;no;technical;maintenance
R1_79;Attached;jdsteinbach/eleventy-plugin-toc;JordanShurmer/eleventy-plugin-toc;none;no;legal;nan
R1_79;Attached;jdsteinbach/eleventy-plugin-toc;JordanShurmer/eleventy-plugin-toc;none;no;others;code quality
R1_79;Attached;jdsteinbach/eleventy-plugin-toc;JordanShurmer/eleventy-plugin-toc;none;no;technical;maintenance
R1_79;Attached;jdsteinbach/eleventy-plugin-toc;JordanShurmer/eleventy-plugin-toc;none;no;governance;nan
R1_79;Attached;jdsteinbach/eleventy-plugin-toc;JordanShurmer/eleventy-plugin-toc;none;no;legal;nan
R1_79;Attached;jdsteinbach/eleventy-plugin-toc;JordanShurmer/eleventy-plugin-toc;none;no;technical;maintenance
R1_79;Attached;jdsteinbach/eleventy-plugin-toc;JordanShurmer/eleventy-plugin-toc;none;no;governance;nan
R1_79;Attached;jdsteinbach/eleventy-plugin-toc;JordanShurmer/eleventy-plugin-toc;none;no;others;code quality
R1_79;Attached;jdsteinbach/eleventy-plugin-toc;JordanShurmer/eleventy-plugin-toc;none;no;technical;maintenance
R1_79;Attached;jdsteinbach/eleventy-plugin-toc;JordanShurmer/eleventy-plugin-toc;none;no;others;code quality
R1_79;Attached;jdsteinbach/eleventy-plugin-toc;JordanShurmer/eleventy-plugin-toc;none;no;technical;maintenance
R1_79;Attached;jdsteinbach/eleventy-plugin-toc;JordanShurmer/eleventy-plugin-toc;none;no;governance;nan
R1_79;Attached;jdsteinbach/eleventy-plugin-toc;JordanShurmer/eleventy-plugin-toc;none;no;technical;maintenance
R1_79;Attached;jdsteinbach/eleventy-plugin-toc;JordanShurmer/eleventy-plugin-toc;none;no;governance;nan
R1_79;Attached;jdsteinbach/eleventy-plugin-toc;JordanShurmer/eleventy-plugin-toc;none;no;legal;nan
R1_79;Attached;jdsteinbach/eleventy-plugin-toc;JordanShurmer/eleventy-plugin-toc;none;no;others;code quality
R1_8;Attached;airbnb/react-native-maps;fqborges/react-native-maps;none;no;technical;technology
R1_8;Attached;airbnb/react-native-maps;fqborges/react-native-maps;none;no;legal;nan
R1_8;Attached;airbnb/react-native-maps;fqborges/react-native-maps;none;no;others;nan
R1_8;Attached;airbnb/react-native-maps;fqborges/react-native-maps;none;no;technical;technology
R1_8;Attached;airbnb/react-native-maps;fqborges/react-native-maps;none;no;governance;feature acceptance
R1_8;Attached;airbnb/react-native-maps;fqborges/react-native-maps;none;no;legal;nan
R1_8;Attached;airbnb/react-native-maps;fqborges/react-native-maps;none;no;technical;technology
R1_8;Attached;airbnb/react-native-maps;fqborges/react-native-maps;none;no;governance;feature acceptance
R1_8;Attached;airbnb/react-native-maps;fqborges/react-native-maps;none;no;others;nan
R1_8;Attached;airbnb/react-native-maps;fqborges/react-native-maps;none;no;technical;technology
R1_8;Attached;airbnb/react-native-maps;fqborges/react-native-maps;none;no;others;nan
R1_8;Attached;airbnb/react-native-maps;fqborges/react-native-maps;none;no;technical;technology
R1_8;Attached;airbnb/react-native-maps;fqborges/react-native-maps;none;no;governance;feature acceptance
R1_8;Attached;airbnb/react-native-maps;fqborges/react-native-maps;none;no;technical;technology
R1_8;Attached;airbnb/react-native-maps;fqborges/react-native-maps;none;no;governance;feature acceptance
R1_8;Attached;airbnb/react-native-maps;fqborges/react-native-maps;none;no;legal;nan
R1_8;Attached;airbnb/react-native-maps;fqborges/react-native-maps;none;no;others;nan
R1_80;Attached;openssl/openssl;open-quantum-safe/openssl;none;no;technical;new features
R1_80;Attached;openssl/openssl;open-quantum-safe/openssl;none;no;legal;nan
R1_80;Attached;openssl/openssl;open-quantum-safe/openssl;none;no;others;nan
R1_80;Attached;openssl/openssl;open-quantum-safe/openssl;none;no;technical;new features
R1_80;Attached;openssl/openssl;open-quantum-safe/openssl;none;no;governance;nan
R1_80;Attached;openssl/openssl;open-quantum-safe/openssl;none;no;legal;nan
R1_80;Attached;openssl/openssl;open-quantum-safe/openssl;none;no;technical;new features
R1_80;Attached;openssl/openssl;open-quantum-safe/openssl;none;no;governance;nan
R1_80;Attached;openssl/openssl;open-quantum-safe/openssl;none;no;others;nan
R1_80;Attached;openssl/openssl;open-quantum-safe/openssl;none;no;technical;new features
R1_80;Attached;openssl/openssl;open-quantum-safe/openssl;none;no;others;nan
R1_80;Attached;openssl/openssl;open-quantum-safe/openssl;none;no;technical;new features
R1_80;Attached;openssl/openssl;open-quantum-safe/openssl;none;no;governance;nan
R1_80;Attached;openssl/openssl;open-quantum-safe/openssl;none;no;technical;new features
R1_80;Attached;openssl/openssl;open-quantum-safe/openssl;none;no;governance;nan
R1_80;Attached;openssl/openssl;open-quantum-safe/openssl;none;no;legal;nan
R1_80;Attached;openssl/openssl;open-quantum-safe/openssl;none;no;others;nan
R1_81;Attached;jnovack/homebridge-better-http-rgb;QuickSander/homebridge-http-rgb-push;one;no;technical;different goals
R1_81;Attached;jnovack/homebridge-better-http-rgb;QuickSander/homebridge-http-rgb-push;one;no;legal;nan
R1_81;Attached;jnovack/homebridge-better-http-rgb;QuickSander/homebridge-http-rgb-push;one;no;others;nan
R1_81;Attached;jnovack/homebridge-better-http-rgb;QuickSander/homebridge-http-rgb-push;one;no;technical;different goals
R1_81;Attached;jnovack/homebridge-better-http-rgb;QuickSander/homebridge-http-rgb-push;one;no;governance;nan
R1_81;Attached;jnovack/homebridge-better-http-rgb;QuickSander/homebridge-http-rgb-push;one;no;legal;nan
R1_81;Attached;jnovack/homebridge-better-http-rgb;QuickSander/homebridge-http-rgb-push;one;no;technical;different goals
R1_81;Attached;jnovack/homebridge-better-http-rgb;QuickSander/homebridge-http-rgb-push;one;no;governance;nan
R1_81;Attached;jnovack/homebridge-better-http-rgb;QuickSander/homebridge-http-rgb-push;one;no;others;nan
R1_81;Attached;jnovack/homebridge-better-http-rgb;QuickSander/homebridge-http-rgb-push;one;no;technical;different goals
R1_81;Attached;jnovack/homebridge-better-http-rgb;QuickSander/homebridge-http-rgb-push;one;no;others;nan
R1_81;Attached;jnovack/homebridge-better-http-rgb;QuickSander/homebridge-http-rgb-push;one;no;technical;different goals
R1_81;Attached;jnovack/homebridge-better-http-rgb;QuickSander/homebridge-http-rgb-push;one;no;governance;nan
R1_81;Attached;jnovack/homebridge-better-http-rgb;QuickSander/homebridge-http-rgb-push;one;no;technical;different goals
R1_81;Attached;jnovack/homebridge-better-http-rgb;QuickSander/homebridge-http-rgb-push;one;no;governance;nan
R1_81;Attached;jnovack/homebridge-better-http-rgb;QuickSander/homebridge-http-rgb-push;one;no;legal;nan
R1_81;Attached;jnovack/homebridge-better-http-rgb;QuickSander/homebridge-http-rgb-push;one;no;others;nan
R1_82;Attached;FirebaseExtended/firebase-queue;kaliberjs/firebase-queue;none;no;technical;maintenance
R1_82;Attached;FirebaseExtended/firebase-queue;kaliberjs/firebase-queue;none;no;legal;nan
R1_82;Attached;FirebaseExtended/firebase-queue;kaliberjs/firebase-queue;none;no;others;nan
R1_82;Attached;FirebaseExtended/firebase-queue;kaliberjs/firebase-queue;none;no;technical;maintenance
R1_82;Attached;FirebaseExtended/firebase-queue;kaliberjs/firebase-queue;none;no;governance;nan
R1_82;Attached;FirebaseExtended/firebase-queue;kaliberjs/firebase-queue;none;no;legal;nan
R1_82;Attached;FirebaseExtended/firebase-queue;kaliberjs/firebase-queue;none;no;technical;maintenance
R1_82;Attached;FirebaseExtended/firebase-queue;kaliberjs/firebase-queue;none;no;governance;nan
R1_82;Attached;FirebaseExtended/firebase-queue;kaliberjs/firebase-queue;none;no;others;nan
R1_82;Attached;FirebaseExtended/firebase-queue;kaliberjs/firebase-queue;none;no;technical;maintenance
R1_82;Attached;FirebaseExtended/firebase-queue;kaliberjs/firebase-queue;none;no;others;nan
R1_82;Attached;FirebaseExtended/firebase-queue;kaliberjs/firebase-queue;none;no;technical;maintenance
R1_82;Attached;FirebaseExtended/firebase-queue;kaliberjs/firebase-queue;none;no;governance;nan
R1_82;Attached;FirebaseExtended/firebase-queue;kaliberjs/firebase-queue;none;no;technical;maintenance
R1_82;Attached;FirebaseExtended/firebase-queue;kaliberjs/firebase-queue;none;no;governance;nan
R1_82;Attached;FirebaseExtended/firebase-queue;kaliberjs/firebase-queue;none;no;legal;nan
R1_82;Attached;FirebaseExtended/firebase-queue;kaliberjs/firebase-queue;none;no;others;nan
R1_9;Attached;don/cordova-plugin-ble-central;fxe-gear/cordova-plugin-ble-central;none;no;technical;new features
R1_9;Attached;don/cordova-plugin-ble-central;fxe-gear/cordova-plugin-ble-central;none;no;legal;nan
R1_9;Attached;don/cordova-plugin-ble-central;fxe-gear/cordova-plugin-ble-central;none;no;others;nan
R1_9;Attached;don/cordova-plugin-ble-central;fxe-gear/cordova-plugin-ble-central;none;no;technical;new features
R1_9;Attached;don/cordova-plugin-ble-central;fxe-gear/cordova-plugin-ble-central;none;no;governance;feature acceptance
R1_9;Attached;don/cordova-plugin-ble-central;fxe-gear/cordova-plugin-ble-central;none;no;legal;nan
R1_9;Attached;don/cordova-plugin-ble-central;fxe-gear/cordova-plugin-ble-central;none;no;technical;new features
R1_9;Attached;don/cordova-plugin-ble-central;fxe-gear/cordova-plugin-ble-central;none;no;governance;feature acceptance
R1_9;Attached;don/cordova-plugin-ble-central;fxe-gear/cordova-plugin-ble-central;none;no;others;nan
R1_9;Attached;don/cordova-plugin-ble-central;fxe-gear/cordova-plugin-ble-central;none;no;technical;new features
R1_9;Attached;don/cordova-plugin-ble-central;fxe-gear/cordova-plugin-ble-central;none;no;others;nan
R1_9;Attached;don/cordova-plugin-ble-central;fxe-gear/cordova-plugin-ble-central;none;no;technical;new features
R1_9;Attached;don/cordova-plugin-ble-central;fxe-gear/cordova-plugin-ble-central;none;no;governance;feature acceptance
R1_9;Attached;don/cordova-plugin-ble-central;fxe-gear/cordova-plugin-ble-central;none;no;technical;new features
R1_9;Attached;don/cordova-plugin-ble-central;fxe-gear/cordova-plugin-ble-central;none;no;governance;feature acceptance
R1_9;Attached;don/cordova-plugin-ble-central;fxe-gear/cordova-plugin-ble-central;none;no;legal;nan
R1_9;Attached;don/cordova-plugin-ble-central;fxe-gear/cordova-plugin-ble-central;none;no;others;nan
R11_1;Attached;JabRef/jabref;koppor/jabref;2 -- 5;yes;technical;nan
R11_1;Attached;JabRef/jabref;koppor/jabref;2 -- 5;yes;legal;nan
R11_1;Attached;JabRef/jabref;koppor/jabref;2 -- 5;yes;others;supporting upstream
R11_1;Attached;JabRef/jabref;koppor/jabref;2 -- 5;yes;technical;nan
R11_1;Attached;JabRef/jabref;koppor/jabref;2 -- 5;yes;governance;nan
R11_1;Attached;JabRef/jabref;koppor/jabref;2 -- 5;yes;legal;nan
R11_1;Attached;JabRef/jabref;koppor/jabref;2 -- 5;yes;technical;nan
R11_1;Attached;JabRef/jabref;koppor/jabref;2 -- 5;yes;governance;nan
R11_1;Attached;JabRef/jabref;koppor/jabref;2 -- 5;yes;others;supporting upstream
R11_1;Attached;JabRef/jabref;koppor/jabref;2 -- 5;yes;technical;nan
R11_1;Attached;JabRef/jabref;koppor/jabref;2 -- 5;yes;others;supporting upstream
R11_1;Attached;JabRef/jabref;koppor/jabref;2 -- 5;yes;technical;nan
R11_1;Attached;JabRef/jabref;koppor/jabref;2 -- 5;yes;governance;nan
R11_1;Attached;JabRef/jabref;koppor/jabref;2 -- 5;yes;technical;nan
R11_1;Attached;JabRef/jabref;koppor/jabref;2 -- 5;yes;governance;nan
R11_1;Attached;JabRef/jabref;koppor/jabref;2 -- 5;yes;legal;nan
R11_1;Attached;JabRef/jabref;koppor/jabref;2 -- 5;yes;others;supporting upstream
R11_10;Attached;raylee/tldr-sh-client;pepa65/tldr-bash-client;none;no;technical;enhancement
R11_10;Attached;raylee/tldr-sh-client;pepa65/tldr-bash-client;none;no;legal;nan
R11_10;Attached;raylee/tldr-sh-client;pepa65/tldr-bash-client;none;no;others;nan
R11_10;Attached;raylee/tldr-sh-client;pepa65/tldr-bash-client;none;no;technical;enhancement
R11_10;Attached;raylee/tldr-sh-client;pepa65/tldr-bash-client;none;no;governance;nan
R11_10;Attached;raylee/tldr-sh-client;pepa65/tldr-bash-client;none;no;legal;nan
R11_10;Attached;raylee/tldr-sh-client;pepa65/tldr-bash-client;none;no;technical;enhancement
R11_10;Attached;raylee/tldr-sh-client;pepa65/tldr-bash-client;none;no;governance;nan
R11_10;Attached;raylee/tldr-sh-client;pepa65/tldr-bash-client;none;no;others;nan
R11_10;Attached;raylee/tldr-sh-client;pepa65/tldr-bash-client;none;no;technical;enhancement
R11_10;Attached;raylee/tldr-sh-client;pepa65/tldr-bash-client;none;no;others;nan
R11_10;Attached;raylee/tldr-sh-client;pepa65/tldr-bash-client;none;no;technical;enhancement
R11_10;Attached;raylee/tldr-sh-client;pepa65/tldr-bash-client;none;no;governance;nan
R11_10;Attached;raylee/tldr-sh-client;pepa65/tldr-bash-client;none;no;technical;enhancement
R11_10;Attached;raylee/tldr-sh-client;pepa65/tldr-bash-client;none;no;governance;nan
R11_10;Attached;raylee/tldr-sh-client;pepa65/tldr-bash-client;none;no;legal;nan
R11_10;Attached;raylee/tldr-sh-client;pepa65/tldr-bash-client;none;no;others;nan
R11_11;Attached;arachnys/cabot;Affirm/cabot;none;no;technical;new features
R11_11;Attached;arachnys/cabot;Affirm/cabot;none;no;legal;nan
R11_11;Attached;arachnys/cabot;Affirm/cabot;none;no;others;nan
R11_11;Attached;arachnys/cabot;Affirm/cabot;none;no;technical;new features
R11_11;Attached;arachnys/cabot;Affirm/cabot;none;no;governance;feature acceptance
R11_11;Attached;arachnys/cabot;Affirm/cabot;none;no;legal;nan
R11_11;Attached;arachnys/cabot;Affirm/cabot;none;no;technical;new features
R11_11;Attached;arachnys/cabot;Affirm/cabot;none;no;governance;feature acceptance
R11_11;Attached;arachnys/cabot;Affirm/cabot;none;no;others;nan
R11_11;Attached;arachnys/cabot;Affirm/cabot;none;no;technical;new features
R11_11;Attached;arachnys/cabot;Affirm/cabot;none;no;others;nan
R11_11;Attached;arachnys/cabot;Affirm/cabot;none;no;technical;new features
R11_11;Attached;arachnys/cabot;Affirm/cabot;none;no;governance;feature acceptance
R11_11;Attached;arachnys/cabot;Affirm/cabot;none;no;technical;new features
R11_11;Attached;arachnys/cabot;Affirm/cabot;none;no;governance;feature acceptance
R11_11;Attached;arachnys/cabot;Affirm/cabot;none;no;legal;nan
R11_11;Attached;arachnys/cabot;Affirm/cabot;none;no;others;nan
R11_12;Attached;erikrose/blessings;jquast/blessed;none;no;technical;maintenance
R11_12;Attached;erikrose/blessings;jquast/blessed;none;no;legal;nan
R11_12;Attached;erikrose/blessings;jquast/blessed;none;no;others;nan
R11_12;Attached;erikrose/blessings;jquast/blessed;none;no;technical;maintenance
R11_12;Attached;erikrose/blessings;jquast/blessed;none;no;governance;responsiveness
R11_12;Attached;erikrose/blessings;jquast/blessed;none;no;legal;nan
R11_12;Attached;erikrose/blessings;jquast/blessed;none;no;technical;maintenance
R11_12;Attached;erikrose/blessings;jquast/blessed;none;no;governance;responsiveness
R11_12;Attached;erikrose/blessings;jquast/blessed;none;no;others;nan
R11_12;Attached;erikrose/blessings;jquast/blessed;none;no;technical;maintenance
R11_12;Attached;erikrose/blessings;jquast/blessed;none;no;others;nan
R11_12;Attached;erikrose/blessings;jquast/blessed;none;no;technical;maintenance
R11_12;Attached;erikrose/blessings;jquast/blessed;none;no;governance;responsiveness
R11_12;Attached;erikrose/blessings;jquast/blessed;none;no;technical;maintenance
R11_12;Attached;erikrose/blessings;jquast/blessed;none;no;governance;responsiveness
R11_12;Attached;erikrose/blessings;jquast/blessed;none;no;legal;nan
R11_12;Attached;erikrose/blessings;jquast/blessed;none;no;others;nan
R11_13;Attached;rust-rocksdb/rust-rocksdb;tikv/rust-rocksdb;none;no;technical;enhancement
R11_13;Attached;rust-rocksdb/rust-rocksdb;tikv/rust-rocksdb;none;no;legal;nan
R11_13;Attached;rust-rocksdb/rust-rocksdb;tikv/rust-rocksdb;none;no;others;nan
R11_13;Attached;rust-rocksdb/rust-rocksdb;tikv/rust-rocksdb;none;no;technical;enhancement
R11_13;Attached;rust-rocksdb/rust-rocksdb;tikv/rust-rocksdb;none;no;governance;feature acceptance
R11_13;Attached;rust-rocksdb/rust-rocksdb;tikv/rust-rocksdb;none;no;legal;nan
R11_13;Attached;rust-rocksdb/rust-rocksdb;tikv/rust-rocksdb;none;no;technical;enhancement
R11_13;Attached;rust-rocksdb/rust-rocksdb;tikv/rust-rocksdb;none;no;governance;feature acceptance
R11_13;Attached;rust-rocksdb/rust-rocksdb;tikv/rust-rocksdb;none;no;others;nan
R11_13;Attached;rust-rocksdb/rust-rocksdb;tikv/rust-rocksdb;none;no;technical;enhancement
R11_13;Attached;rust-rocksdb/rust-rocksdb;tikv/rust-rocksdb;none;no;others;nan
R11_13;Attached;rust-rocksdb/rust-rocksdb;tikv/rust-rocksdb;none;no;technical;enhancement
R11_13;Attached;rust-rocksdb/rust-rocksdb;tikv/rust-rocksdb;none;no;governance;feature acceptance
R11_13;Attached;rust-rocksdb/rust-rocksdb;tikv/rust-rocksdb;none;no;technical;enhancement
R11_13;Attached;rust-rocksdb/rust-rocksdb;tikv/rust-rocksdb;none;no;governance;feature acceptance
R11_13;Attached;rust-rocksdb/rust-rocksdb;tikv/rust-rocksdb;none;no;legal;nan
R11_13;Attached;rust-rocksdb/rust-rocksdb;tikv/rust-rocksdb;none;no;others;nan
R11_14;Attached;opentk/opentk;ppy/osuTK;none;no;technical;new features
R11_14;Attached;opentk/opentk;ppy/osuTK;none;no;legal;nan
R11_14;Attached;opentk/opentk;ppy/osuTK;none;no;others;nan
R11_14;Attached;opentk/opentk;ppy/osuTK;none;no;technical;new features
R11_14;Attached;opentk/opentk;ppy/osuTK;none;no;governance;feature acceptance
R11_14;Attached;opentk/opentk;ppy/osuTK;none;no;legal;nan
R11_14;Attached;opentk/opentk;ppy/osuTK;none;no;technical;new features
R11_14;Attached;opentk/opentk;ppy/osuTK;none;no;governance;feature acceptance
R11_14;Attached;opentk/opentk;ppy/osuTK;none;no;others;nan
R11_14;Attached;opentk/opentk;ppy/osuTK;none;no;technical;new features
R11_14;Attached;opentk/opentk;ppy/osuTK;none;no;others;nan
R11_14;Attached;opentk/opentk;ppy/osuTK;none;no;technical;new features
R11_14;Attached;opentk/opentk;ppy/osuTK;none;no;governance;feature acceptance
R11_14;Attached;opentk/opentk;ppy/osuTK;none;no;technical;new features
R11_14;Attached;opentk/opentk;ppy/osuTK;none;no;governance;feature acceptance
R11_14;Attached;opentk/opentk;ppy/osuTK;none;no;legal;nan
R11_14;Attached;opentk/opentk;ppy/osuTK;none;no;others;nan
R11_15;Attached;ncase/trust;dccxi/trust-zh-CN;none;no;technical;nan
R11_15;Attached;ncase/trust;dccxi/trust-zh-CN;none;no;legal;nan
R11_15;Attached;ncase/trust;dccxi/trust-zh-CN;none;no;others;localization
R11_15;Attached;ncase/trust;dccxi/trust-zh-CN;none;no;technical;nan
R11_15;Attached;ncase/trust;dccxi/trust-zh-CN;none;no;governance;nan
R11_15;Attached;ncase/trust;dccxi/trust-zh-CN;none;no;legal;nan
R11_15;Attached;ncase/trust;dccxi/trust-zh-CN;none;no;technical;nan
R11_15;Attached;ncase/trust;dccxi/trust-zh-CN;none;no;governance;nan
